,0,1
0,355.47666666666674,18.506666666666664
1,318.9933333333334,29.630000000000006
2,363.28000000000003,7.166666666666667
3,347.2633333333334,23.893333333333334
4,358.22,15.303333333333333
5,335.8533333333334,24.05
6,474.93,9.143333333333333
7,373.4666666666667,9.41
8,426.4133333333334,9.21
9,347.5366666666668,23.893333333333334
10,337.48666666666674,31.24333333333334
11,341.42333333333335,29.043333333333333
12,396.1866666666667,11.596666666666666
13,416.5266666666667,11.46
14,422.2533333333335,11.08
15,378.2966666666668,21.923333333333332
16,376.96000000000004,22.27333333333333
17,378.71999999999997,19.07
18,393.7766666666667,12.483333333333334
19,379.2,13.63
20,438.77000000000004,9.21
21,349.4166666666666,25.936666666666667
22,349.86666666666673,23.893333333333334
23,338.05333333333334,44.50333333333334
24,347.53000000000003,29.043333333333333
25,425.0566666666668,11.08
26,422.5133333333335,11.596666666666666
27,411.70666666666676,12.483333333333334
28,389.4833333333334,17.286666666666665
29,380.24666666666667,17.470000000000002
30,379.3066666666668,22.54666666666667
31,397.49666666666667,13.63
32,464.99333333333334,9.363333333333333
33,361.9966666666666,28.176666666666673
34,365.81999999999994,24.043333333333337
35,351.15333333333336,32.91
36,361.74666666666667,29.080000000000002
37,351.5500000000001,29.630000000000006
38,426.2833333333335,11.08
39,425.3733333333334,11.596666666666666
40,385.7866666666667,20.403333333333336
41,381.1633333333334,22.326666666666668
42,379.43,23.330000000000002
43,403.56333333333333,13.63
44,398.3433333333334,19.650000000000002
45,377.20000000000005,24.180000000000003
46,374.57666666666665,28.176666666666673
47,376.5866666666666,25.936666666666667
48,362.3400000000001,37.13666666666667
49,428.21666666666664,11.46
50,433.6900000000001,11.08
51,426.79,12.446666666666667
52,388.5466666666666,21.849999999999998
53,387.1766666666667,23.536666666666665
54,386.92,24.156666666666666
55,417.02333333333337,14.049999999999999
56,406.22,14.596666666666666
57,399.74333333333334,21.006666666666664
58,384.6266666666667,25.896666666666665
59,380.90333333333336,28.97666666666667
60,380.43000000000006,29.080000000000002
61,379.6700000000001,31.24333333333334
62,428.78999999999996,11.540000000000001
63,437.5166666666667,11.08
64,396.68666666666667,22.073333333333334
65,389.92,22.986666666666668
66,410.0199999999999,16.366666666666667
67,402.53999999999996,21.006666666666664
68,401.41333333333336,21.730000000000004
69,382.2433333333334,29.74666666666667
70,429.43666666666667,12.446666666666667
71,439.8533333333334,11.08
72,397.3900000000001,23.893333333333334
73,396.8800000000001,25.816666666666666
74,391.8533333333333,25.896666666666665
75,416.4466666666668,17.513333333333335
76,412.0800000000001,21.73
77,405.43333333333334,22.653333333333336
78,403.7633333333334,23.330000000000002
79,406.34666666666675,22.603333333333335
80,407.97666666666674,21.849999999999998
81,387.0133333333333,30.52333333333334
82,383.24,35.35
83,429.86666666666673,14.733333333333334
84,441.29666666666685,11.08
85,397.56333333333333,23.893333333333334
86,393.51000000000005,27.23
87,395.0433333333333,25.936666666666667
88,422.57666666666677,19.84
89,418.47666666666663,21.429999999999996
90,405.68333333333345,22.88
91,416.24666666666667,22.86666666666667
92,389.8400000000001,31.24333333333334
93,384.9966666666666,44.50333333333334
94,388.28000000000003,41.556666666666665
95,436.00000000000017,14.733333333333334
96,464.24333333333334,11.770000000000001
97,442.13000000000005,13.63
98,449.2333333333333,13.446666666666667
99,421.4733333333334,22.453333333333333
100,408.03999999999996,25.266666666666666
101,413.37333333333345,22.88
102,406.0733333333335,26.286666666666672
103,392.1466666666667,35.186666666666675
104,394.9766666666667,31.24333333333334
105,385.1133333333334,55.49
106,436.80333333333334,21.73
107,437.2933333333333,19.23
108,443.59666666666664,18.013333333333332
109,521.3100000000001,13.816666666666668
110,423.1866666666667,22.453333333333333
111,409.8533333333334,25.266666666666666
112,420.07666666666677,23.330000000000002
113,416.56999999999994,25.23
114,396.71000000000004,34.07333333333334
115,437.25333333333333,22.27333333333333
116,443.05,21.179999999999996
117,439.52,22.253333333333334
118,466.43666666666667,18.85666666666667
119,446.40333333333325,19.23
120,526.15,13.816666666666668
121,427.7566666666667,22.453333333333333
122,416.43000000000006,31.233333333333338
123,423.69000000000005,25.093333333333334
124,417.8433333333334,25.896666666666665
125,421.0033333333333,25.77666666666667
126,399.2433333333334,34.18333333333334
127,406.84,34.17000000000001
128,445.75666666666666,22.373333333333335
129,453.72333333333336,19.23
130,448.7366666666667,21.179999999999996
131,529.4466666666666,17.023333333333333
132,428.46666666666664,23.183333333333337
133,428.42,24.05
134,428.1399999999999,25.23
135,418.37333333333345,28.176666666666673
136,424.0666666666666,27.396666666666665
137,399.90000000000003,35.186666666666675
138,401.1633333333334,34.580000000000005
139,446.7033333333334,23.17
140,448.06999999999994,23.056666666666672
141,460.45666666666665,19.23
142,452.7166666666667,21.179999999999996
143,430.04000000000013,23.330000000000002
144,420.0399999999999,29.156666666666666
145,399.98,55.49
146,407.03333333333336,35.14333333333334
147,403.65666666666675,41.363333333333344
148,402.93333333333334,44.50333333333334
149,462.45000000000005,20.343333333333334
150,456.63000000000005,21.179999999999996
151,432.0566666666667,24.16
152,442.07333333333344,23.330000000000002
153,423.2133333333333,29.790000000000006
154,413.17,39.326666666666675
155,411.6933333333334,39.543333333333344
156,417.52666666666664,36.93333333333334
157,417.19000000000005,38.05666666666667
158,411.6033333333333,54.39000000000001
159,459.91,21.179999999999996
160,434.87000000000006,24.42
161,433.1066666666668,29.74666666666667
162,456.96,23.330000000000002
163,424.92666666666673,31.273333333333337
164,428.91333333333336,31.233333333333338
165,415.2966666666668,44.336666666666666
166,421.3633333333334,43.336666666666666
167,472.53,21.25
168,438.69000000000005,25.03
169,439.85999999999996,24.42
170,435.8866666666666,25.093333333333334
171,470.68333333333334,24.386666666666667
172,428.03666666666663,35.27333333333333
173,425.2566666666666,35.38
174,429.6833333333334,35.14333333333334
175,430.5666666666668,31.273333333333337
176,476.0366666666667,21.363333333333333
177,437.7033333333334,28.703333333333337
178,442.26333333333315,26.666666666666668
179,447.4133333333334,26.583333333333332
180,470.65333333333336,25.89333333333333
181,436.48,29.790000000000006
182,459.67666666666673,26.043333333333337
183,425.9166666666667,37.31333333333333
184,436.18000000000006,32.53333333333334
185,434.45,35.736666666666665
186,579.2766666666668,21.89
187,488.7166666666667,22.48
188,476.6766666666667,23.266666666666666
189,442.4933333333334,28.69
190,445.5366666666667,27.486666666666668
191,436.90333333333336,30.146666666666665
192,430.9566666666669,37.33
193,427.9533333333334,45.20333333333334
194,433.41666666666674,37.32
195,432.55999999999995,44.50333333333334
196,503.1566666666666,23.38
197,464.64000000000004,28.646666666666665
198,437.3933333333334,31.273333333333337
199,477.6300000000001,24.340000000000003
